ID,YardName,Polygon_WKT,Main_Direction
1236,CADILLAC,"POLYGON ((-85.41585977772955 44.25691210404866, -85.41760236761446 44.25625562606422, -85.42636320670078 44.25862378535807, -85.42583040464032 44.2589812007971, -85.41585977772955 44.25691210404866))","((-85.41585977772955, 44.25691210404866), (-85.42636320670078, 44.25862378535807))"
1237,NORTH CADILLAC,"POLYGON ((-85.40689290194402 44.26669390623664, -85.40837776825643 44.26829564697846, -85.40899499849776 44.27712353871231, -85.40848139964845 44.2767523027243, -85.40689290194402 44.26669390623664))","((-85.40689290194402, 44.26669390623664), (-85.40899499849776, 44.27712353871231))"
1238,OWOSSO,"POLYGON ((-84.13781913893567 42.98125124131554, -84.13817845206334 42.98042920595477, -84.15435117562977 42.98701471721537, -84.15179216467992 42.98672424302539, -84.13781913893567 42.98125124131554))","((-84.13781913893567, 42.98125124131554), (-84.15435117562977, 42.98701471721537))"
1239,BELLOWS FALLS,"POLYGON ((-72.44063976531079 43.13649772937676, -72.44090948316288 43.13566214636117, -72.44236746856301 43.136742996459, -72.44185943466663 43.13713262876801, -72.44063976531079 43.13649772937676))","((-72.44090948316288, 43.13566214636117), (-72.442367468563, 43.136742996459))"
1240,BELLOWS FALLS,"POLYGON ((-72.44082284466971 43.13659458079977, -72.44416606154431 43.13596681297646, -72.44614890219465 43.13708064831903, -72.44332229928544 43.13762177454421, -72.44082284466971 43.13659458079977))","((-72.44082284466971, 43.136594580799766), (-72.44614890219465, 43.13708064831903))"
1241,NORTH WALPOLE,"POLYGON ((-72.43661919123021 43.12921982647667, -72.43743788408435 43.12893033056482, -72.44108920877872 43.13649823681114, -72.43845104320209 43.13606488027018, -72.43661919123021 43.12921982647667))","((-72.4366191912302, 43.12921982647667), (-72.44108920877872, 43.13649823681114))"
1242,SOUTH ENID (FRISCO),"POLYGON ((-97.89875348742108 36.39951541158066, -97.89432248687652 36.40492590725942, -97.88472778121995 36.40486620990299, -97.88499360773527 36.40426352830855, -97.89875348742108 36.39951541158066))","((-97.89875348742108, 36.39951541158066), (-97.88472778121995, 36.40486620990299))"
1243,FULLER,"POLYGON ((-85.68348690966761 42.99693728928375, -85.68384318372364 42.99611751125989, -85.68862603951044 42.99868192297191, -85.68804581803438 42.99895361879017, -85.68348690966761 42.99693728928375))","((-85.68348690966761, 42.99693728928375), (-85.68862603951044, 42.99868192297191))"
1244,KIRK,"POLYGON ((-87.3754001935383 41.62121265119588, -87.3757807393099 41.62040333428549, -87.38028471310865 41.62299007004619, -87.37821570166479 41.62272283328046, -87.3754001935383 41.62121265119588))","((-87.3754001935383, 41.621212651195876), (-87.38028471310865, 41.62299007004619))"
1245,KIRK (GRW),"POLYGON ((-87.37614844656173 41.62159353488765, -87.37676553463353 41.62086888347272, -87.39135517126053 41.62688964094888, -87.38908357187842 41.62660784909572, -87.37614844656173 41.62159353488765))","((-87.37614844656173, 41.62159353488765), (-87.39135517126053, 41.62688964094888))"
1246,TRINITY,"POLYGON ((-88.4569116965005 33.3651969751408, -88.46329970278427 33.36520918636853, -88.4650381194184 33.3658499531003, -88.45181688498992 33.36584146325431, -88.4569116965005 33.3651969751408))","((-88.4650381194184, 33.3658499531003), (-88.45181688498992, 33.36584146325431))"
1247,NORTH GRAFTON,"POLYGON ((-71.70769922069472 42.23522493476761, -71.70900677803679 42.23636553942617, -71.70911272722601 42.24128501625542, -71.70842304753079 42.24080489381438, -71.70769922069472 42.23522493476761))","((-71.70769922069472, 42.235224934767615), (-71.70911272722601, 42.241285016255425))"
1248,ALBANY,"POLYGON ((-84.14926596421849 31.58396603310212, -84.15015764591863 31.58394004173653, -84.14967006787336 31.58686281296561, -84.14915755258211 31.58649037839174, -84.14926596421849 31.58396603310212))","((-84.15015764591863, 31.583940041736533), (-84.14967006787336, 31.586862812965613))"
1249,HILTON,"POLYGON ((-85.06921035541983 31.28562386145139, -85.06966903191559 31.28637829282681, -85.0615859554723 31.29302854264708, -85.06608297891475 31.2873590058068, -85.06921035541983 31.28562386145139))","((-85.06921035541983, 31.285623861451388), (-85.0615859554723, 31.29302854264708))"
1250,BAD AXE,"POLYGON ((-82.99077876594686 43.80473157156241, -82.99176753111827 43.80501543768099, -82.99145554495678 43.81055856360798, -82.99094506242788 43.81017286530314, -82.99077876594686 43.80473157156241))","((-82.99077876594686, 43.80473157156241), (-82.99145554495678, 43.81055856360798))"
1251,DURAND,"POLYGON ((-83.98597476445235 42.91152699912402, -83.99599516889744 42.91401185781564, -84.01076158240051 42.92383378814445, -84.00880254536919 42.92357753662447, -83.98597476445235 42.91152699912402))","((-83.98597476445235, 42.91152699912402), (-84.0107615824005, 42.92383378814445))"
1252,GENESEE,"POLYGON ((-83.95124469028545 43.42553442456246, -83.9520260753514 43.42599023154045, -83.94765892203527 43.43487431655596, -83.9480630959705 43.43221811191797, -83.95124469028545 43.42553442456246))","((-83.95124469028545, 43.42553442456246), (-83.94765892203527, 43.43487431655596))"
1253,GENESSE,"POLYGON ((-83.94916324726523 43.42936394718051, -83.95000839761568 43.42967026895862, -83.94772610515183 43.43489661748067, -83.94778571359943 43.43276625166173, -83.94916324726523 43.42936394718051))","((-83.94916324726523, 43.42936394718051), (-83.94772610515183, 43.434896617480675))"
1254,VASSAR,"POLYGON ((-83.5731995074418 43.36696841530232, -83.57399372242517 43.36656150694844, -83.57669478244303 43.37244497917139, -83.5757912049822 43.37202128495373, -83.5731995074418 43.36696841530232))","((-83.5731995074418, 43.366968415302324), (-83.57669478244303, 43.37244497917139))"
1255,WENONA,"POLYGON ((-83.91391125484661 43.63131818956796, -83.9165387436318 43.63209114191277, -83.92349145069019 43.63947582014548, -83.92285136847244 43.6395223190052, -83.91391125484661 43.63131818956796))","((-83.91391125484661, 43.631318189567956), (-83.9234914506902, 43.639475820145485))"
1256,HAINESPORT,"POLYGON ((-74.79851249209356 39.98856604538538, -74.798864825054 39.98939186082804, -74.79313550415993 39.99118078532358, -74.79333531048216 39.99058080005221, -74.79851249209356 39.98856604538538))","((-74.798864825054, 39.989391860828036), (-74.79313550415993, 39.99118078532358))"
1257,EAST CORDELE,"POLYGON ((-83.73201643844129 31.96710246807919, -83.7321296822379 31.9662123259109, -83.74362442065737 31.96757977894682, -83.74093026013421 31.96801881281846, -83.73201643844129 31.96710246807919))","((-83.73201643844129, 31.967102468079187), (-83.74362442065737, 31.96757977894682))"
1258,CANAAN,"POLYGON ((-73.32869220993763 42.02694280381379, -73.32954557850626 42.02717346515028, -73.32755579121209 42.04527465321544, -73.32676944228946 42.03322706923922, -73.32869220993763 42.02694280381379))","((-73.32869220993763, 42.02694280381379), (-73.32755579121209, 42.045274653215436))"
1259,CANANN,"POLYGON ((-73.32868511717618 42.02695853576819, -73.32954557850626 42.02717346515028, -73.32755597353028 42.04527466590689, -73.32688559157958 42.03296959051257, -73.32868511717618 42.02695853576819))","((-73.32868511717618, 42.02695853576819), (-73.32755597353028, 42.04527466590689))"
1260,CBGR (WAB) YARD,"POLYGON ((-95.83601320154764 41.2333568611693, -95.83660599190306 41.23268192171322, -95.85090419415118 41.24570307413713, -95.84661559767487 41.24276057433974, -95.83601320154764 41.2333568611693))","((-95.83601320154764, 41.2333568611693), (-95.85090419415118, 41.24570307413713))"
1261,COUNCIL BLUFFS,"POLYGON ((-95.82957699068049 41.22936410593694, -95.8326070020575 41.22988988442673, -95.88538322017496 41.250280980063, -95.82266080547325 41.23723844608087, -95.82957699068049 41.22936410593694))","((-95.88538322017496, 41.250280980063), (-95.82266080547325, 41.23723844608087))"
1262,COUNCIL BLUFFS (IAIS),"POLYGON ((-95.83469016612958 41.23238574815894, -95.83577867930148 41.23243072772215, -95.84380787756905 41.2400946944688, -95.83535999841659 41.23484020304338, -95.83469016612958 41.23238574815894))","((-95.83469016612958, 41.23238574815894), (-95.84380787756905, 41.2400946944688))"
1263,COUNCIL BLUFFS POOL,"POLYGON ((-95.89243852993422 41.24951022480729, -95.88047516584102 41.25216395697633, -95.86683173836896 41.25164832853373, -95.86790706060657 41.24971619919685, -95.89243852993422 41.24951022480729))","((-95.89243852993422, 41.24951022480729), (-95.86683173836896, 41.25164832853373))"
1264,IOWA CITY,"POLYGON ((-91.49283591653433 41.64154839201404, -91.49312833321005 41.64070018715959, -91.53558304046523 41.65347045085839, -91.51618951633438 41.65074042285507, -91.49283591653433 41.64154839201404))","((-91.49283591653433, 41.641548392014045), (-91.53558304046523, 41.65347045085839))"
1265,ROCK ISLAND,"POLYGON ((-90.54662867992985 41.50814326354335, -90.55279856086305 41.50739590379089, -90.55957181741371 41.50926046956688, -90.55906823394174 41.50968725647986, -90.54662867992985 41.50814326354335))","((-90.54662867992985, 41.50814326354335), (-90.55957181741371, 41.50926046956688))"
1266,SHORTLINE,"POLYGON ((-93.58559625272174 41.58841913906966, -93.585794935661 41.58929494975317, -93.57819253634143 41.59042032745432, -93.57849010765737 41.58985909177873, -93.58559625272174 41.58841913906966))","((-93.585794935661, 41.58929494975317), (-93.57819253634143, 41.59042032745432))"
1267,SOUTH AMANA,"POLYGON ((-91.91511993807484 41.77081038558025, -91.91954743116891 41.77006487805441, -91.94833071991751 41.77581825714108, -91.94781362810669 41.77619997625494, -91.91511993807484 41.77081038558025))","((-91.91511993807484, 41.77081038558025), (-91.94833071991751, 41.775818257141076))"
1268,SOUTH AMANA,"POLYGON ((-93.20389637500806 43.29208847768331, -93.21115548570182 43.31365124875884, -93.20839784157286 43.32760714747658, -93.20561079964176 43.32579729302284, -93.20389637500806 43.29208847768331))","((-93.20389637500806, 43.29208847768331), (-93.20839784157286, 43.32760714747658))"
1269,BRYANT,"POLYGON ((-92.31458901954912 42.46588226617693, -92.31542361952265 42.46556607429748, -92.31960164815976 42.47473940546193, -92.31797859189037 42.47339580157456, -92.31458901954912 42.46588226617693))","((-92.31458901954912, 42.46588226617693), (-92.31960164815976, 42.47473940546193))"
1270,MANLY TERMINAL,"POLYGON ((-93.203255844243 43.2882248734733, -93.21099487260838 43.30967717761143, -93.20499695654927 43.3140347054174, -93.20451630365581 43.3136089703616, -93.203255844243 43.2882248734733))","((-93.203255844243, 43.288224873473304), (-93.20499695654927, 43.3140347054174))"
1271,OELWEIN,"POLYGON ((-91.91451961317556 42.67531133980881, -91.92720867548122 42.68184085683759, -91.93990281824416 42.69969104358774, -91.93926332115943 42.69970741528552, -91.91451961317556 42.67531133980881))","((-91.91451961317556, 42.675311339808815), (-91.93990281824416, 42.69969104358774))"
1272,WATERLOO (IANR),"POLYGON ((-92.3177035305618 42.50206828136143, -92.31495817615783 42.50373934232142, -92.30742375925861 42.50281108865924, -92.307858930194 42.50231098098774, -92.3177035305618 42.50206828136143))","((-92.3177035305618, 42.50206828136143), (-92.30742375925861, 42.502811088659236))"
1273,ARGO,"POLYGON ((-87.81424841754958 41.77660130778089, -87.81689821509761 41.77677584879177, -87.82191827949939 41.78059148211572, -87.81983065833676 41.78012919830699, -87.81424841754958 41.77660130778089))","((-87.81424841754958, 41.776601307780886), (-87.82191827949939, 41.780591482115724))"
1274,BLUE ISLAND,"POLYGON ((-87.64749521105206 41.63679948750335, -87.65392158368562 41.63687132193172, -87.6714944701619 41.63936398713412, -87.62904393529426 41.64073084857949, -87.64749521105206 41.63679948750335))","((-87.6714944701619, 41.63936398713412), (-87.62904393529426, 41.64073084857949))"
1275,BURNHAM,"POLYGON ((-87.52487513999161 41.635411422284, -87.52671066256032 41.63790363896435, -87.52536148433714 41.64649947864151, -87.52489567653544 41.64606696327412, -87.52487513999161 41.635411422284))","((-87.52487513999161, 41.635411422284), (-87.52536148433714, 41.64649947864151))"
1276,CALUMENT CITY,"POLYGON ((-87.53098723836548 41.62587347482378, -87.53136727246044 41.62506303479969, -87.54017772811676 41.6287974113955, -87.53809599878291 41.62884526763094, -87.53098723836548 41.62587347482378))","((-87.53098723836548, 41.625873474823784), (-87.54017772811676, 41.628797411395496))"
1277,CALUMET CITY,"POLYGON ((-87.53105569374573 41.62590557955779, -87.53178161117008 41.62513449973768, -87.54018942791261 41.62876044521666, -87.53964219251461 41.62907808465855, -87.53105569374573 41.62590557955779))","((-87.53105569374573, 41.62590557955779), (-87.54018942791261, 41.628760445216656))"
1278,GIBSON,"POLYGON ((-87.47417016493648 41.6052402888526, -87.49070563017189 41.60843776413735, -87.50329794640027 41.61454343180407, -87.50273313822804 41.61483239733577, -87.47417016493648 41.6052402888526))","((-87.47417016493648, 41.6052402888526), (-87.50329794640027, 41.61454343180407))"
1279,GIBSON TRANSFER,"POLYGON ((-87.4235908723376 41.59938436283687, -87.43913854536709 41.60081000953222, -87.45388388065284 41.60434928453653, -87.43401324077855 41.60179026016421, -87.4235908723376 41.59938436283687))","((-87.4235908723376, 41.59938436283687), (-87.45388388065284, 41.604349284536525))"
1280,LAKE FRONT,"POLYGON ((-87.42121558074595 41.64105598787363, -87.43172254863306 41.64564432176195, -87.44347428092937 41.65471613138713, -87.44285816148324 41.65485671977379, -87.42121558074595 41.64105598787363))","((-87.42121558074595, 41.64105598787363), (-87.44347428092937, 41.65471613138713))"
1281,MICHIGAN AVE,"POLYGON ((-87.45935840821859 41.63185658630016, -87.45983079292999 41.64518774592301, -87.45430486440625 41.6503686122383, -87.45751336585425 41.63630467537839, -87.45935840821859 41.63185658630016))","((-87.45935840821859, 41.63185658630016), (-87.45430486440625, 41.6503686122383))"
1282,NORPAUL,"POLYGON ((-87.86601046337984 41.91016925702662, -87.86037318617808 41.92397135740379, -87.85790810230644 41.92545461363202, -87.85968373041226 41.91562382764987, -87.86601046337984 41.91016925702662))","((-87.86601046337984, 41.91016925702662), (-87.85790810230644, 41.92545461363202))"
1283,AMORY,"POLYGON ((-88.48180161660387 33.97455589097164, -88.4822214194996 33.97379659822511, -88.48308655828406 33.97483593587125, -88.48256410993625 33.97518808820367, -88.48180161660387 33.97455589097164))","((-88.4822214194996, 33.973796598225114), (-88.48256410993625, 33.97518808820367))"
1284,HAVANNA,"POLYGON ((-90.04275439216327 40.31309566130077, -90.03814632950308 40.31515817982034, -90.01691789267745 40.31746446336595, -90.01729088298474 40.31695341527993, -90.04275439216327 40.31309566130077))","((-90.04275439216327, 40.31309566130077), (-90.01691789267745, 40.31746446336595))"
1285,POWERTON,"POLYGON ((-89.69265471732351 40.5241550912253, -89.69178055170964 40.52654751066932, -89.6738566693363 40.54305470446449, -89.67623977950791 40.53985432102392, -89.69265471732351 40.5241550912253))","((-89.6926547173235, 40.524155091225296), (-89.6738566693363, 40.54305470446449))"
1286,SHOPS,"POLYGON ((-89.62939501079484 39.80772872456425, -89.63454536321251 39.81399117349985, -89.63491452575386 39.81653024630711, -89.63087071784437 39.81607794662643, -89.62939501079484 39.80772872456425))","((-89.62939501079484, 39.80772872456425), (-89.63491452575386, 39.81653024630711))"
1287,CONMIL,"POLYGON ((-87.35719799124507 39.49127011937233, -87.35802069595739 39.49109018071276, -87.36523461914437 39.50315595062237, -87.3578214576017 39.49749732270837, -87.35719799124507 39.49127011937233))","((-87.35719799124507, 39.49127011937233), (-87.36523461914437, 39.50315595062237))"
1288,HIAWATHA,"POLYGON ((-87.19604805735082 39.14107582674358, -87.19779800319201 39.14972254236341, -87.19710625481956 39.15995322458033, -87.19661630547239 39.15914854614192, -87.19604805735082 39.14107582674358))","((-87.19604805735082, 39.14107582674358), (-87.19710625481956, 39.15995322458033))"
1289,HULMAN,"POLYGON ((-87.39281173572327 39.4385243293622, -87.39367463107193 39.43864002772548, -87.39337832941568 39.44685927176846, -87.3926902109563 39.445487477732, -87.39281173572327 39.4385243293622))","((-87.39281173572327, 39.4385243293622), (-87.39337832941568, 39.44685927176846))"
